SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1/,,,,
SAPCE3 Personal consumption expenditures (PCE) by state by type of product 1/,,,,
State or DC,,,,
GeoFips,GeoName,LineCode,Description,2021
0,United States,51,          Rental of tenant-occupied nonfarm housing,576289.2
0,United States,52,          Imputed rental of owner-occupied nonfarm housing,1798917.8
0,United States,53,          Rental value of farm dwellings,23612.7
0,United States,54,          Group housing,1991.3
0,United States,55,        Household utilities,374622.5
0,United States,56,          Water supply and sanitation,115825.7
0,United States,57,          Electricity and gas,258796.8
0,United States,58,            Electricity,199840.8
0,United States,59,            Natural gas,58956
0,United States,60,      Health care,2583455.1
0,United States,61,        Outpatient services,1181423.9
0,United States,62,          Physician services,610991.1
0,United States,63,          Dental services,134022.3
0,United States,64,          Paramedical services,436410.5
0,United States,65,        Hospital and nursing home services,1402031.2
0,United States,66,          Hospitals,1217086.4
0,United States,67,          Nursing homes,184944.8
0,United States,68,      Transportation services,444050.6
0,United States,69,        Motor vehicle services,305531.2
0,United States,70,          Motor vehicle maintenance and repair,195058.3
0,United States,71,          Other motor vehicle services,110472.9
0,United States,72,        Public transportation,138519.4
0,United States,73,          Ground transportation,40150.1
0,United States,74,          Air transportation,95322.4
0,United States,75,          Water transportation,3046.9
0,United States,76,      Recreation services,528484.5
0,United States,77,"        Membership clubs, sports centers, parks, theaters, and museums",142663.8
0,United States,78,"        Audio-video, photographic, and information processing equipment services",161265
0,United States,79,        Gambling,152552.6
0,United States,80,        Other recreational services,72003.1
0,United States,81,      Food services and accommodations,1060907.2
0,United States,82,        Food services,929347.7
0,United States,83,          Purchased meals and beverages,907489.2
0,United States,84,          Food furnished to employees (including military),21858.4
0,United States,85,        Accommodations,131559.6
0,United States,86,      Financial services and insurance,1274985.6
0,United States,87,        Financial services,837245.1
0,United States,88,          Financial services furnished without payment,401388.4
0,United States,89,"          Financial service charges, fees, and commissions",435856.7
0,United States,90,        Insurance,437740.5
0,United States,91,          Life insurance,92726.9
0,United States,92,          Net household insurance,11825.2
0,United States,93,          Net health insurance,250948.5
0,United States,94,          Net motor vehicle and other transportation insurance,82239.9
0,United States,95,      Other services,1273211.6
0,United States,96,        Communication,266328
0,United States,97,          Telecommunication services,169327.6
0,United States,98,          Postal and delivery services,15501.1
0,United States,99,          Internet access,81499.3
0,United States,100,        Education services,293390.3
0,United States,101,          Higher education,185187.7
0,United States,102,"          Nursery, elementary, and secondary schools",52027.4
0,United States,103,          Commercial and vocational schools,56175.2
0,United States,104,        Professional and other services,226439.4
0,United States,105,        Personal care and clothing services,140389.8
0,United States,106,        Social services and religious activities,232136.3
0,United States,107,        Household maintenance,98549.2
0,United States,108,        Net foreign travel,15978.6
0,United States,109,          Foreign travel by U.S. residents,88147.7
0,United States,110,          Less: Expenditures in the United States by nonresidents,72169.1
0,United States,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),465531.2
0,United States,112,      Gross output of nonprofit institutions,1748820.3
0,United States,113,      Less: Receipts from sales of goods and services by nonprofit institutions,1283289.1
1000,Alabama,1,Personal consumption expenditures,199866.7
1000,Alabama,2,  Goods,77553.5
1000,Alabama,3,    Durable goods,26894.8
1000,Alabama,4,      Motor vehicles and parts,11302.7
1000,Alabama,5,        New motor vehicles,5542.9
1000,Alabama,6,        Net purchases of used motor vehicles,4296.3
1000,Alabama,7,        Motor vehicle parts and accessories,1463.6
1000,Alabama,8,      Furnishings and durable household equipment,6306
1000,Alabama,9,        Furniture and furnishings,4124
1000,Alabama,10,        Household appliances,904.5
1000,Alabama,11,"        Glassware, tableware, and household utensils",574.6
1000,Alabama,12,        Tools and equipment for house and garden,702.8
1000,Alabama,13,      Recreational goods and vehicles,6135.6
1000,Alabama,14,"        Video, audio, photographic, and information processing equipment and media",2112.2
1000,Alabama,15,"        Sporting equipment, supplies, guns, and ammunition",1763.4
1000,Alabama,16,        Sports and recreational vehicles,1837.6
1000,Alabama,17,        Recreational books,358.8
1000,Alabama,18,        Musical instruments,63.5
1000,Alabama,19,      Other durable goods,3150.5
1000,Alabama,20,        Jewelry and watches,1177.1
1000,Alabama,21,        Therapeutic appliances and equipment,1174.6
1000,Alabama,22,        Educational books,7.2
1000,Alabama,23,        Luggage and similar personal items,408.1
1000,Alabama,24,        Telephone and related communication equipment,383.5
1000,Alabama,25,    Nondurable goods,50658.7
1000,Alabama,26,      Food and beverages purchased for off-premises consumption,16433.8
1000,Alabama,27,        Food and nonalcoholic beverages purchased for off-premises consumption,14248.3
1000,Alabama,28,        Alcoholic beverages purchased for off-premises consumption,2173.7
1000,Alabama,29,        Food produced and consumed on farms,11.9
1000,Alabama,30,      Clothing and footwear,6095.7
1000,Alabama,31,        Garments,4678.4
1000,Alabama,32,          Women's and girls' clothing,2824.9
1000,Alabama,33,          Men's and boys' clothing,1545.8
1000,Alabama,34,          Children's and infants' clothing,307.7
1000,Alabama,35,        Other clothing materials and footwear,1417.3
1000,Alabama,36,      Gasoline and other energy goods,6122.4
1000,Alabama,37,"        Motor vehicle fuels, lubricants, and fluids",5930.5
1000,Alabama,38,        Fuel oil and other fuels,191.9
1000,Alabama,39,      Other nondurable goods,22006.8
1000,Alabama,40,        Pharmaceutical and other medical products,10146.1
1000,Alabama,41,        Recreational items,3530.9
1000,Alabama,42,        Household supplies,2748.9
1000,Alabama,43,        Personal care products,1600.3
1000,Alabama,44,        Tobacco,1680.8
1000,Alabama,45,"        Magazines, newspapers, and stationery",2299.7
1000,Alabama,47,  Services,122313.2
1000,Alabama,48,    Household consumption expenditures (for services),118607.7
1000,Alabama,49,      Housing and utilities,33679.1
1000,Alabama,50,        Housing,26780.2
1000,Alabama,51,          Rental of tenant-occupied nonfarm housing,4159.3
1000,Alabama,52,          Imputed rental of owner-occupied nonfarm housing,22331.1
1000,Alabama,53,          Rental value of farm dwellings,274.4
1000,Alabama,54,          Group housing,15.4
1000,Alabama,55,        Household utilities,6898.9
1000,Alabama,56,          Water supply and sanitation,1801.8
1000,Alabama,57,          Electricity and gas,5097.1
1000,Alabama,58,            Electricity,4373.8
1000,Alabama,59,            Natural gas,723.3
1000,Alabama,60,      Health care,32986.9
1000,Alabama,61,        Outpatient services,15062.1
1000,Alabama,62,          Physician services,8465.9
1000,Alabama,63,          Dental services,1554.5
1000,Alabama,64,          Paramedical services,5041.7
1000,Alabama,65,        Hospital and nursing home services,17924.8
1000,Alabama,66,          Hospitals,15704.6
1000,Alabama,67,          Nursing homes,2220.2
1000,Alabama,68,      Transportation services,4253.4
1000,Alabama,69,        Motor vehicle services,3267.2
1000,Alabama,70,          Motor vehicle maintenance and repair,2325.8
1000,Alabama,71,          Other motor vehicle services,941.4
1000,Alabama,72,        Public transportation,986.3
1000,Alabama,73,          Ground transportation,253.5
1000,Alabama,74,          Air transportation,686.2
1000,Alabama,75,          Water transportation,46.5
1000,Alabama,76,      Recreation services,4787.3
1000,Alabama,77,"        Membership clubs, sports centers, parks, theaters, and museums",1068.1
1000,Alabama,78,"        Audio-video, photographic, and information processing equipment services",1659.8
1000,Alabama,79,        Gambling,1389.6
1000,Alabama,80,        Other recreational services,669.8
1000,Alabama,81,      Food services and accommodations,13291.2
1000,Alabama,82,        Food services,11665.9
1000,Alabama,83,          Purchased meals and beverages,11349.4
1000,Alabama,84,          Food furnished to employees (including military),316.5
1000,Alabama,85,        Accommodations,1625.3
1000,Alabama,86,      Financial services and insurance,13873.4
1000,Alabama,87,        Financial services,9084.9
1000,Alabama,88,          Financial services furnished without payment,4884.5
1000,Alabama,89,"          Financial service charges, fees, and commissions",4200.3
1000,Alabama,90,        Insurance,4788.5
1000,Alabama,91,          Life insurance,1058.1
1000,Alabama,92,          Net household insurance,176.8
1000,Alabama,93,          Net health insurance,2290.1
1000,Alabama,94,          Net motor vehicle and other transportation insurance,1263.5
1000,Alabama,95,      Other services,15736.3
1000,Alabama,96,        Communication,2414.2
1000,Alabama,97,          Telecommunication services,1547.8
1000,Alabama,98,          Postal and delivery services,161.5
1000,Alabama,99,          Internet access,704.9
1000,Alabama,100,        Education services,3575.4
1000,Alabama,101,          Higher education,2506.4
1000,Alabama,102,"          Nursery, elementary, and secondary schools",567.6
1000,Alabama,103,          Commercial and vocational schools,501.4
1000,Alabama,104,        Professional and other services,2544.6
1000,Alabama,105,        Personal care and clothing services,3615.5
1000,Alabama,106,        Social services and religious activities,1942.5
1000,Alabama,107,        Household maintenance,1297.2
1000,Alabama,108,        Net foreign travel,347
1000,Alabama,109,          Foreign travel by U.S. residents,622.3
1000,Alabama,110,          Less: Expenditures in the United States by nonresidents,275.3
1000,Alabama,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),3705.5
1000,Alabama,112,      Gross output of nonprofit institutions,18387.3
1000,Alabama,113,      Less: Receipts from sales of goods and services by nonprofit institutions,14681.9
2000,Alaska,1,Personal consumption expenditures,39807.1
2000,Alaska,2,  Goods,12154.2
2000,Alaska,3,    Durable goods,5398.9
2000,Alaska,4,      Motor vehicles and parts,1677.3
2000,Alaska,5,        New motor vehicles,812.1
2000,Alaska,6,        Net purchases of used motor vehicles,539.9
2000,Alaska,7,        Motor vehicle parts and accessories,325.4
2000,Alaska,8,      Furnishings and durable household equipment,1168.4
2000,Alaska,9,        Furniture and furnishings,775.2
2000,Alaska,10,        Household appliances,192
2000,Alaska,11,"        Glassware, tableware, and household utensils",93.3
2000,Alaska,12,        Tools and equipment for house and garden,107.9
2000,Alaska,13,      Recreational goods and vehicles,2015.6
2000,Alaska,14,"        Video, audio, photographic, and information processing equipment and media",550.5
2000,Alaska,15,"        Sporting equipment, supplies, guns, and ammunition",1175.2
2000,Alaska,16,        Sports and recreational vehicles,254.5
2000,Alaska,17,        Recreational books,3
2000,Alaska,18,        Musical instruments,32.3
2000,Alaska,19,      Other durable goods,537.6
2000,Alaska,20,        Jewelry and watches,257.8
2000,Alaska,21,        Therapeutic appliances and equipment,200.7
2000,Alaska,22,        Educational books,5.3
2000,Alaska,23,        Luggage and similar personal items,46.6
2000,Alaska,24,        Telephone and related communication equipment,27.2
2000,Alaska,25,    Nondurable goods,6755.3
2000,Alaska,26,      Food and beverages purchased for off-premises consumption,3018.4
2000,Alaska,27,        Food and nonalcoholic beverages purchased for off-premises consumption,2479.3
2000,Alaska,28,        Alcoholic beverages purchased for off-premises consumption,539
2000,Alaska,29,        Food produced and consumed on farms,0.1
2000,Alaska,30,      Clothing and footwear,728.4
2000,Alaska,31,        Garments,562.1
2000,Alaska,32,          Women's and girls' clothing,283.6
2000,Alaska,33,          Men's and boys' clothing,236.5
2000,Alaska,34,          Children's and infants' clothing,42
2000,Alaska,35,        Other clothing materials and footwear,166.3
2000,Alaska,36,      Gasoline and other energy goods,644.5
2000,Alaska,37,"        Motor vehicle fuels, lubricants, and fluids",557.6
2000,Alaska,38,        Fuel oil and other fuels,86.9
2000,Alaska,39,      Other nondurable goods,2364
2000,Alaska,40,        Pharmaceutical and other medical products,862.2
2000,Alaska,41,        Recreational items,551.4
2000,Alaska,42,        Household supplies,294.2
2000,Alaska,43,        Personal care products,215.9
2000,Alaska,44,        Tobacco,342.5
2000,Alaska,45,"        Magazines, newspapers, and stationery",97.8
2000,Alaska,47,  Services,27652.9
2000,Alaska,48,    Household consumption expenditures (for services),25689.7
2000,Alaska,49,      Housing and utilities,6371.5
2000,Alaska,50,        Housing,5587.4
2000,Alaska,51,          Rental of tenant-occupied nonfarm housing,1512
2000,Alaska,52,          Imputed rental of owner-occupied nonfarm housing,3989.1
2000,Alaska,53,          Rental value of farm dwellings,2.8
2000,Alaska,54,          Group housing,83.6
2000,Alaska,55,        Household utilities,784.1
2000,Alaska,56,          Water supply and sanitation,217
2000,Alaska,57,          Electricity and gas,567.1
2000,Alaska,58,            Electricity,396
2000,Alaska,59,            Natural gas,171.1
2000,Alaska,60,      Health care,8406.3
2000,Alaska,61,        Outpatient services,4266.5
2000,Alaska,62,          Physician services,2143.3
2000,Alaska,63,          Dental services,420.6
2000,Alaska,64,          Paramedical services,1702.6
2000,Alaska,65,        Hospital and nursing home services,4139.8
2000,Alaska,66,          Hospitals,3985.2
2000,Alaska,67,          Nursing homes,154.6
2000,Alaska,68,      Transportation services,1348.8
2000,Alaska,69,        Motor vehicle services,961
2000,Alaska,70,          Motor vehicle maintenance and repair,513.8
2000,Alaska,71,          Other motor vehicle services,447.2
2000,Alaska,72,        Public transportation,387.8
2000,Alaska,73,          Ground transportation,53.6
2000,Alaska,74,          Air transportation,327.2
2000,Alaska,75,          Water transportation,7.1
2000,Alaska,76,      Recreation services,1662.1
2000,Alaska,77,"        Membership clubs, sports centers, parks, theaters, and museums",326.8
2000,Alaska,78,"        Audio-video, photographic, and information processing equipment services",393.5
2000,Alaska,79,        Gambling,746.1
2000,Alaska,80,        Other recreational services,195.6
2000,Alaska,81,      Food services and accommodations,2669.7
2000,Alaska,82,        Food services,2208
2000,Alaska,83,          Purchased meals and beverages,2135.6
2000,Alaska,84,          Food furnished to employees (including military),72.4
2000,Alaska,85,        Accommodations,461.7
2000,Alaska,86,      Financial services and insurance,2600.4
2000,Alaska,87,        Financial services,1881.3
2000,Alaska,88,          Financial services furnished without payment,1021.2
2000,Alaska,89,"          Financial service charges, fees, and commissions",860.1
2000,Alaska,90,        Insurance,719.1
2000,Alaska,91,          Life insurance,211.8
2000,Alaska,92,          Net household insurance,20.5
2000,Alaska,93,          Net health insurance,283.8
2000,Alaska,94,          Net motor vehicle and other transportation insurance,202.9
2000,Alaska,95,      Other services,2631
2000,Alaska,96,        Communication,650.1
2000,Alaska,97,          Telecommunication services,396.2
2000,Alaska,98,          Postal and delivery services,36.4
2000,Alaska,99,          Internet access,217.5
2000,Alaska,100,        Education services,704.6
2000,Alaska,101,          Higher education,403.1
2000,Alaska,102,"          Nursery, elementary, and secondary schools",159.9
2000,Alaska,103,          Commercial and vocational schools,141.6
2000,Alaska,104,        Professional and other services,371.2
2000,Alaska,105,        Personal care and clothing services,279.1
2000,Alaska,106,        Social services and religious activities,590.5
2000,Alaska,107,        Household maintenance,216.7
2000,Alaska,108,        Net foreign travel,-181.2
2000,Alaska,109,          Foreign travel by U.S. residents,197.8
2000,Alaska,110,          Less: Expenditures in the United States by nonresidents,379
2000,Alaska,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),1963.1
2000,Alaska,112,      Gross output of nonprofit institutions,5345.9
2000,Alaska,113,      Less: Receipts from sales of goods and services by nonprofit institutions,3382.8
4000,Arizona,1,Personal consumption expenditures,326526.6
4000,Arizona,2,  Goods,118186.1
4000,Arizona,3,    Durable goods,46963.6
4000,Arizona,4,      Motor vehicles and parts,16957.7
4000,Arizona,5,        New motor vehicles,9049.2
4000,Arizona,6,        Net purchases of used motor vehicles,5705
4000,Arizona,7,        Motor vehicle parts and accessories,2203.5
4000,Arizona,8,      Furnishings and durable household equipment,11483.9
4000,Arizona,9,        Furniture and furnishings,7958.4
4000,Arizona,10,        Household appliances,1644.9
4000,Arizona,11,"        Glassware, tableware, and household utensils",1069.6
4000,Arizona,12,        Tools and equipment for house and garden,811
4000,Arizona,13,      Recreational goods and vehicles,12140.4
4000,Arizona,14,"        Video, audio, photographic, and information processing equipment and media",6760
4000,Arizona,15,"        Sporting equipment, supplies, guns, and ammunition",1713.9
4000,Arizona,16,        Sports and recreational vehicles,3174.1
4000,Arizona,17,        Recreational books,380.7
4000,Arizona,18,        Musical instruments,111.6
4000,Arizona,19,      Other durable goods,6381.7
4000,Arizona,20,        Jewelry and watches,2525.8
4000,Arizona,21,        Therapeutic appliances and equipment,2487
4000,Arizona,22,        Educational books,50.8
4000,Arizona,23,        Luggage and similar personal items,620.5
4000,Arizona,24,        Telephone and related communication equipment,697.6
4000,Arizona,25,    Nondurable goods,71222.5
4000,Arizona,26,      Food and beverages purchased for off-premises consumption,24348.5
4000,Arizona,27,        Food and nonalcoholic beverages purchased for off-premises consumption,20461.4
4000,Arizona,28,        Alcoholic beverages purchased for off-premises consumption,3878.5
4000,Arizona,29,        Food produced and consumed on farms,8.5
4000,Arizona,30,      Clothing and footwear,9478
4000,Arizona,31,        Garments,7171.6
4000,Arizona,32,          Women's and girls' clothing,4271.7
4000,Arizona,33,          Men's and boys' clothing,2530.2
4000,Arizona,34,          Children's and infants' clothing,369.8
4000,Arizona,35,        Other clothing materials and footwear,2306.4
4000,Arizona,36,      Gasoline and other energy goods,7717.1
4000,Arizona,37,"        Motor vehicle fuels, lubricants, and fluids",7517.1
4000,Arizona,38,        Fuel oil and other fuels,200
4000,Arizona,39,      Other nondurable goods,29678.9
4000,Arizona,40,        Pharmaceutical and other medical products,11350
4000,Arizona,41,        Recreational items,5551.4
4000,Arizona,42,        Household supplies,3997.3
4000,Arizona,43,        Personal care products,4293.3
4000,Arizona,44,        Tobacco,2295.7
4000,Arizona,45,"        Magazines, newspapers, and stationery",2191.2
4000,Arizona,47,  Services,208340.5
4000,Arizona,48,    Household consumption expenditures (for services),203742
4000,Arizona,49,      Housing and utilities,59547.1
4000,Arizona,50,        Housing,50986.8
4000,Arizona,51,          Rental of tenant-occupied nonfarm housing,11160.3
4000,Arizona,52,          Imputed rental of owner-occupied nonfarm housing,39649.7
4000,Arizona,53,          Rental value of farm dwellings,140.2
4000,Arizona,54,          Group housing,36.7
4000,Arizona,55,        Household utilities,8560.3
4000,Arizona,56,          Water supply and sanitation,3194.1
4000,Arizona,57,          Electricity and gas,5366.1
4000,Arizona,58,            Electricity,4639.1
4000,Arizona,59,            Natural gas,727
4000,Arizona,60,      Health care,49680.1
4000,Arizona,61,        Outpatient services,23807.2
4000,Arizona,62,          Physician services,12500.6
4000,Arizona,63,          Dental services,2797.5
4000,Arizona,64,          Paramedical services,8509.1
4000,Arizona,65,        Hospital and nursing home services,25872.9
4000,Arizona,66,          Hospitals,23008.2
4000,Arizona,67,          Nursing homes,2864.7
4000,Arizona,68,      Transportation services,11245.3
4000,Arizona,69,        Motor vehicle services,6486.9
4000,Arizona,70,          Motor vehicle maintenance and repair,4204
4000,Arizona,71,          Other motor vehicle services,2282.9
4000,Arizona,72,        Public transportation,4758.4
4000,Arizona,73,          Ground transportation,480.5
4000,Arizona,74,          Air transportation,4272.6
4000,Arizona,75,          Water transportation,5.3
4000,Arizona,76,      Recreation services,11920.6
4000,Arizona,77,"        Membership clubs, sports centers, parks, theaters, and museums",2393.2
4000,Arizona,78,"        Audio-video, photographic, and information processing equipment services",2686.4
4000,Arizona,79,        Gambling,3872.9
4000,Arizona,80,        Other recreational services,2968.1
4000,Arizona,81,      Food services and accommodations,25801.9
4000,Arizona,82,        Food services,21609.8
4000,Arizona,83,          Purchased meals and beverages,21160.8
4000,Arizona,84,          Food furnished to employees (including military),449
4000,Arizona,85,        Accommodations,4192
4000,Arizona,86,      Financial services and insurance,20748.1
4000,Arizona,87,        Financial services,13590.6
4000,Arizona,88,          Financial services furnished without payment,6863.1
4000,Arizona,89,"          Financial service charges, fees, and commissions",6727.4
4000,Arizona,90,        Insurance,7157.5
4000,Arizona,91,          Life insurance,1096.1
4000,Arizona,92,          Net household insurance,149
4000,Arizona,93,          Net health insurance,4325.1
4000,Arizona,94,          Net motor vehicle and other transportation insurance,1587.3
4000,Arizona,95,      Other services,24799
4000,Arizona,96,        Communication,4612.3
4000,Arizona,97,          Telecommunication services,2894.3
4000,Arizona,98,          Postal and delivery services,320.9
4000,Arizona,99,          Internet access,1397.1
4000,Arizona,100,        Education services,5556.8
4000,Arizona,101,          Higher education,3349.5
4000,Arizona,102,"          Nursery, elementary, and secondary schools",693.1
4000,Arizona,103,          Commercial and vocational schools,1514.3
4000,Arizona,104,        Professional and other services,4195.8
4000,Arizona,105,        Personal care and clothing services,4598
4000,Arizona,106,        Social services and religious activities,4228.2
4000,Arizona,107,        Household maintenance,2509.8
4000,Arizona,108,        Net foreign travel,-902
4000,Arizona,109,          Foreign travel by U.S. residents,1353.6
4000,Arizona,110,          Less: Expenditures in the United States by nonresidents,2255.7
4000,Arizona,111,    Final consumption expenditures of nonprofit institutions serving households (NPISHs),4598.4
4000,Arizona,112,      Gross output of nonprofit institutions,27278.7
4000,Arizona,113,      Less: Receipts from sales of goods and services by nonprofit institutions,22680.3
5000,Arkansas,1,Personal consumption expenditures,118144.1
5000,Arkansas,2,  Goods,44510.5
5000,Arkansas,3,    Durable goods,15573.3
5000,Arkansas,4,      Motor vehicles and parts,6285.4
5000,Arkansas,5,        New motor vehicles,3209.7
5000,Arkansas,6,        Net purchases of used motor vehicles,2170.9
5000,Arkansas,7,        Motor vehicle parts and accessories,904.8
5000,Arkansas,8,      Furnishings and durable household equipment,4051.9
5000,Arkansas,9,        Furniture and furnishings,2618.6
5000,Arkansas,10,        Household appliances,697.4
5000,Arkansas,11,"        Glassware, tableware, and household utensils",301.5
5000,Arkansas,12,        Tools and equipment for house and garden,434.4
5000,Arkansas,13,      Recreational goods and vehicles,3497
5000,Arkansas,14,"        Video, audio, photographic, and information processing equipment and media",1347.8
5000,Arkansas,15,"        Sporting equipment, supplies, guns, and ammunition",964.2
5000,Arkansas,16,        Sports and recreational vehicles,1005.9
5000,Arkansas,17,        Recreational books,137.2
5000,Arkansas,18,        Musical instruments,41.9
5000,Arkansas,19,      Other durable goods,1739
5000,Arkansas,20,        Jewelry and watches,796.5
5000,Arkansas,21,        Therapeutic appliances and equipment,545.4
5000,Arkansas,22,        Educational books,29.8
5000,Arkansas,23,        Luggage and similar personal items,226.5
5000,Arkansas,24,        Telephone and related communication equipment,140.7
5000,Arkansas,25,    Nondurable goods,28937.2
5000,Arkansas,26,      Food and beverages purchased for off-premises consumption,9458.6
5000,Arkansas,27,        Food and nonalcoholic beverages purchased for off-premises consumption,7958
5000,Arkansas,28,        Alcoholic beverages purchased for off-premises consumption,1497.3
5000,Arkansas,29,        Food produced and consumed on farms,3.3
5000,Arkansas,30,      Clothing and footwear,4010.9
5000,Arkansas,31,        Garments,3138.2
5000,Arkansas,32,          Women's and girls' clothing,1843.3
5000,Arkansas,33,          Men's and boys' clothing,1071.7
5000,Arkansas,34,          Children's and infants' clothing,223.2
5000,Arkansas,35,        Other clothing materials and footwear,872.8
5000,Arkansas,36,      Gasoline and other energy goods,4458.1
5000,Arkansas,37,"        Motor vehicle fuels, lubricants, and fluids",4183.7
5000,Arkansas,38,        Fuel oil and other fuels,274.4
5000,Arkansas,39,      Other nondurable goods,11009.6
5000,Arkansas,40,        Pharmaceutical and other medical products,4739.5
5000,Arkansas,41,        Recreational items,2328.6
5000,Arkansas,42,        Household supplies,1697.6
5000,Arkansas,43,        Personal care products,714.6
5000,Arkansas,44,        Tobacco,1110.1
5000,Arkansas,45,"        Magazines, newspapers, and stationery",419.2
5000,Arkansas,47,  Services,73633.6
5000,Arkansas,48,    Household consumption expenditures (for services),71031.2
5000,Arkansas,49,      Housing and utilities,17936
5000,Arkansas,50,        Housing,14367.6
5000,Arkansas,51,          Rental of tenant-occupied nonfarm housing,2693.2
5000,Arkansas,52,          Imputed rental of owner-occupied nonfarm housing,11326.9
5000,Arkansas,53,          Rental value of farm dwellings,328.8
5000,Arkansas,54,          Group housing,18.7
5000,Arkansas,55,        Household utilities,3568.4
5000,Arkansas,56,          Water supply and sanitation,1063
5000,Arkansas,57,          Electricity and gas,2505.5
5000,Arkansas,58,            Electricity,1939.3
5000,Arkansas,59,            Natural gas,566.1
5000,Arkansas,60,      Health care,21008.2
5000,Arkansas,61,        Outpatient services,8647.7
5000,Arkansas,62,          Physician services,4677
5000,Arkansas,63,          Dental services,994.2
5000,Arkansas,64,          Paramedical services,2976.5
5000,Arkansas,65,        Hospital and nursing home services,12360.5
5000,Arkansas,66,          Hospitals,10833.1
5000,Arkansas,67,          Nursing homes,1527.4
5000,Arkansas,68,      Transportation services,2450
5000,Arkansas,69,        Motor vehicle services,2051.7
5000,Arkansas,70,          Motor vehicle maintenance and repair,1200.8
5000,Arkansas,71,          Other motor vehicle services,850.9
5000,Arkansas,72,        Public transportation,398.3
5000,Arkansas,73,          Ground transportation,146.8
5000,Arkansas,74,          Air transportation,249
5000,Arkansas,75,          Water transportation,2.5
5000,Arkansas,76,      Recreation services,2735.7
5000,Arkansas,77,"        Membership clubs, sports centers, parks, theaters, and museums",588.9
5000,Arkansas,78,"        Audio-video, photographic, and information processing equipment services",1138.3
5000,Arkansas,79,        Gambling,702.3
5000,Arkansas,80,        Other recreational services,306.2
5000,Arkansas,81,      Food services and accommodations,7620.2
5000,Arkansas,82,        Food services,6937.2
5000,Arkansas,83,          Purchased meals and beverages,6742.7
5000,Arkansas,84,          Food furnished to employees (including military),194.5
5000,Arkansas,85,        Accommodations,683
5000,Arkansas,86,      Financial services and insurance,11664.1
5000,Arkansas,87,        Financial services,7912.4
5000,Arkansas,88,          Financial services furnished without payment,3450
5000,Arkansas,89,"          Financial service charges, fees, and commissions",4462.4
5000,Arkansas,90,        Insurance,3751.7
5000,Arkansas,91,          Life insurance,545.1
5000,Arkansas,92,          Net household insurance,106.1
5000,Arkansas,93,          Net health insurance,2356.3
5000,Arkansas,94,          Net motor vehicle and other transportation insurance,744.2
5000,Arkansas,95,      Other services,7617
5000,Arkansas,96,        Communication,1463.2
